REF_AREA_LABEL,TIME_PERIOD,INDICATOR_LABEL,OBS_VALUE
Argentina,2006,Population for Reference Year 2019,694175.5
Argentina,2006,Population for Reference Year 2019,734640.0
Argentina,2013,Population for Reference Year 2019,8557334.0
Argentina,2013,Population for Reference Year 2019,4160431.5
Argentina,2013,Population for Reference Year 2019,4396902.5
Argentina,2013,Population for Reference Year 2019,709872.5
Argentina,2013,Population for Reference Year 2019,344883.0
Argentina,2013,Population for Reference Year 2019,364989.5
Argentina,2013,Population for Reference Year 2019,3537399.0
Argentina,2013,Population for Reference Year 2019,1719302.0
Argentina,2013,Population for Reference Year 2019,1818097.0
Argentina,2013,Population for Reference Year 2019,1428815.5
Argentina,2013,Population for Reference Year 2019,694175.5
Argentina,2013,Population for Reference Year 2019,734640.0
Argentina,2019,Population for Reference Year 2019,8557334.0
Argentina,2019,Population for Reference Year 2019,709872.5
Argentina,2019,Population for Reference Year 2019,3537399.0
Argentina,2019,Population for Reference Year 2019,1428815.5
Armenia,2003,Population for Reference Year 2019,439944.5
Armenia,2003,Population for Reference Year 2019,208667.5
Armenia,2003,Population for Reference Year 2019,231277.0
Armenia,2003,Population for Reference Year 2019,37252.5
Armenia,2003,Population for Reference Year 2019,17611.5
Armenia,2003,Population for Reference Year 2019,19641.0
Armenia,2003,Population for Reference Year 2019,171937.0
Armenia,2003,Population for Reference Year 2019,81522.0
Armenia,2003,Population for Reference Year 2019,90415.0
Armenia,2003,Population for Reference Year 2019,75915.0
Armenia,2003,Population for Reference Year 2019,35882.0
Armenia,2003,Population for Reference Year 2019,40033.0
Armenia,2007,Population for Reference Year 2019,439944.5
Armenia,2007,Population for Reference Year 2019,208667.5
Armenia,2007,Population for Reference Year 2019,231277.0
Armenia,2007,Population for Reference Year 2019,37252.5
Armenia,2007,Population for Reference Year 2019,17611.5
Armenia,2007,Population for Reference Year 2019,19641.0
Armenia,2007,Population for Reference Year 2019,171937.0
Armenia,2007,Population for Reference Year 2019,81522.0
Armenia,2007,Population for Reference Year 2019,90415.0
Armenia,2007,Population for Reference Year 2019,75915.0
Armenia,2007,Population for Reference Year 2019,35882.0
Armenia,2007,Population for Reference Year 2019,40033.0
Armenia,2011,Population for Reference Year 2019,439944.5
Armenia,2011,Population for Reference Year 2019,208667.5
Armenia,2011,Population for Reference Year 2019,231277.0
Armenia,2011,Population for Reference Year 2019,37252.5
Armenia,2011,Population for Reference Year 2019,17611.5
Armenia,2011,Population for Reference Year 2019,19641.0
Armenia,2011,Population for Reference Year 2019,171937.0
Armenia,2011,Population for Reference Year 2019,81522.0
Armenia,2011,Population for Reference Year 2019,90415.0
Armenia,2011,Population for Reference Year 2019,75915.0
Armenia,2011,Population for Reference Year 2019,35882.0
Armenia,2011,Population for Reference Year 2019,40033.0
Armenia,2015,Population for Reference Year 2019,439944.5
Armenia,2015,Population for Reference Year 2019,208667.5
Armenia,2015,Population for Reference Year 2019,231277.0
Armenia,2015,Population for Reference Year 2019,37252.5
Armenia,2015,Population for Reference Year 2019,17611.5
Armenia,2015,Population for Reference Year 2019,19641.0
Armenia,2015,Population for Reference Year 2019,171937.0
Armenia,2015,Population for Reference Year 2019,81522.0
Armenia,2015,Population for Reference Year 2019,90415.0
Armenia,2015,Population for Reference Year 2019,75915.0
Armenia,2015,Population for Reference Year 2019,35882.0
Armenia,2015,Population for Reference Year 2019,40033.0
Armenia,2019,Population for Reference Year 2019,439944.5
Armenia,2019,Population for Reference Year 2019,208667.5
Armenia,2019,Population for Reference Year 2019,231277.0
Armenia,2019,Population for Reference Year 2019,37252.5
Armenia,2019,Population for Reference Year 2019,17611.5
Armenia,2019,Population for Reference Year 2019,19641.0
Armenia,2019,Population for Reference Year 2019,171937.0
Armenia,2019,Population for Reference Year 2019,81522.0
Armenia,2019,Population for Reference Year 2019,90415.0
Armenia,2019,Population for Reference Year 2019,75915.0
Armenia,2019,Population for Reference Year 2019,35882.0
Armenia,2019,Population for Reference Year 2019,40033.0
Australia,2011,Population for Reference Year 2019,3748210.0
Australia,2011,Population for Reference Year 2019,1824090.0
Australia,2011,Population for Reference Year 2019,1924120.0
Australia,2011,Population for Reference Year 2019,320113.5
Australia,2011,Population for Reference Year 2019,155873.5
Australia,2011,Population for Reference Year 2019,164240.0
Australia,2011,Population for Reference Year 2019,1551917.0
Australia,2011,Population for Reference Year 2019,754877.0
Australia,2011,Population for Reference Year 2019,797040.0
Australia,2011,Population for Reference Year 2019,1579378.0
Australia,2011,Population for Reference Year 2019,768736.5
Australia,2011,Population for Reference Year 2019,810641.5
Australia,2016,Population for Reference Year 2019,3748210.0
Australia,2016,Population for Reference Year 2019,1824090.0
Australia,2016,Population for Reference Year 2019,1924120.0
Australia,2016,Population for Reference Year 2019,320113.5
Australia,2016,Population for Reference Year 2019,155873.5
Australia,2016,Population for Reference Year 2019,164240.0
Australia,2016,Population for Reference Year 2019,1551917.0
Australia,2016,Population for Reference Year 2019,754877.0
Australia,2016,Population for Reference Year 2019,797040.0
Australia,2016,Population for Reference Year 2019,1579378.0
Australia,2016,Population for Reference Year 2019,768736.5
Australia,2016,Population for Reference Year 2019,810641.5
Australia,2021,Population for Reference Year 2019,3748210.0
Australia,2021,Population for Reference Year 2019,1824090.0
Australia,2021,Population for Reference Year 2019,1924120.0
Australia,2021,Population for Reference Year 2019,320113.5
Australia,2021,Population for Reference Year 2019,155873.5
Australia,2021,Population for Reference Year 2019,164240.0
Australia,2021,Population for Reference Year 2019,1551917.0
Australia,2021,Population for Reference Year 2019,754877.0
Australia,2021,Population for Reference Year 2019,797040.0
Australia,2021,Population for Reference Year 2019,1579378.0
Australia,2021,Population for Reference Year 2019,768736.5
Australia,2021,Population for Reference Year 2019,810641.5
Austria,2006,Population for Reference Year 2019,1017448.5
Austria,2006,Population for Reference Year 2019,83683.5
Austria,2006,Population for Reference Year 2019,422640.0
Austria,2006,Population for Reference Year 2019,83984.0
Austria,2011,Population for Reference Year 2019,1017448.5
Austria,2011,Population for Reference Year 2019,83683.5
Austria,2011,Population for Reference Year 2019,422640.0
Austria,2011,Population for Reference Year 2019,83984.0
Austria,2016,Population for Reference Year 2019,1017448.5
Austria,2016,Population for Reference Year 2019,83683.5
Austria,2016,Population for Reference Year 2019,422640.0
Austria,2016,Population for Reference Year 2019,83984.0
Austria,2021,Population for Reference Year 2019,1017448.5
Austria,2021,Population for Reference Year 2019,83683.5
Austria,2021,Population for Reference Year 2019,422640.0
Austria,2021,Population for Reference Year 2019,83984.0
Azerbaijan,2011,Population for Reference Year 2019,1965327.0
Azerbaijan,2011,Population for Reference Year 2019,915285.5
Azerbaijan,2011,Population for Reference Year 2019,1050041.5
Azerbaijan,2011,Population for Reference Year 2019,170539.0
Azerbaijan,2011,Population for Reference Year 2019,79028.5
Azerbaijan,2011,Population for Reference Year 2019,91510.5
Azerbaijan,2011,Population for Reference Year 2019,770860.0
Azerbaijan,2011,Population for Reference Year 2019,357886.0
Azerbaijan,2011,Population for Reference Year 2019,412974.0
Azerbaijan,2011,Population for Reference Year 2019,174960.0
Azerbaijan,2011,Population for Reference Year 2019,81114.5
Azerbaijan,2011,Population for Reference Year 2019,93845.5
Azerbaijan,2016,Population for Reference Year 2019,1965327.0
Azerbaijan,2016,Population for Reference Year 2019,915285.5
Azerbaijan,2016,Population for Reference Year 2019,1050041.5
Azerbaijan,2016,Population for Reference Year 2019,170539.0
Azerbaijan,2016,Population for Reference Year 2019,79028.5
Azerbaijan,2016,Population for Reference Year 2019,91510.5
Azerbaijan,2016,Population for Reference Year 2019,770860.0
Azerbaijan,2016,Population for Reference Year 2019,357886.0
Azerbaijan,2016,Population for Reference Year 2019,412974.0
Azerbaijan,2016,Population for Reference Year 2019,174960.0
Azerbaijan,2016,Population for Reference Year 2019,81114.5
Azerbaijan,2016,Population for Reference Year 2019,93845.5
Azerbaijan,2021,Population for Reference Year 2019,1965327.0
Azerbaijan,2021,Population for Reference Year 2019,915285.5
Azerbaijan,2021,Population for Reference Year 2019,1050041.5
Azerbaijan,2021,Population for Reference Year 2019,170539.0
Azerbaijan,2021,Population for Reference Year 2019,79028.5
Azerbaijan,2021,Population for Reference Year 2019,91510.5
Azerbaijan,2021,Population for Reference Year 2019,770860.0
Azerbaijan,2021,Population for Reference Year 2019,357886.0
Azerbaijan,2021,Population for Reference Year 2019,412974.0
Azerbaijan,2021,Population for Reference Year 2019,174960.0
Azerbaijan,2021,Population for Reference Year 2019,81114.5
Azerbaijan,2021,Population for Reference Year 2019,93845.5
Burundi,2014,Population for Reference Year 2019,4054124.5
Burundi,2014,Population for Reference Year 2019,2020635.0
Burundi,2014,Population for Reference Year 2019,2033489.5
Burundi,2014,Population for Reference Year 2019,350380.5
Burundi,2014,Population for Reference Year 2019,174670.0
Burundi,2014,Population for Reference Year 2019,175710.5
Burundi,2014,Population for Reference Year 2019,1584231.0
Burundi,2014,Population for Reference Year 2019,790272.0
Burundi,2014,Population for Reference Year 2019,793959.0
Burundi,2014,Population for Reference Year 2019,2922220.5
Burundi,2014,Population for Reference Year 2019,1457940.5
Burundi,2014,Population for Reference Year 2019,1464280.0
Burundi,2019,Population for Reference Year 2019,4054124.5
Burundi,2019,Population for Reference Year 2019,2020635.0
Burundi,2019,Population for Reference Year 2019,2033489.5
Burundi,2019,Population for Reference Year 2019,350380.5
Burundi,2019,Population for Reference Year 2019,174670.0
Burundi,2019,Population for Reference Year 2019,175710.5
Burundi,2019,Population for Reference Year 2019,1584231.0
Burundi,2019,Population for Reference Year 2019,790272.0
Burundi,2019,Population for Reference Year 2019,793959.0
Burundi,2019,Population for Reference Year 2019,2922220.5
Burundi,2019,Population for Reference Year 2019,1457940.5
Burundi,2019,Population for Reference Year 2019,1464280.0
Belgium,2006,Population for Reference Year 2019,1580500.0
Belgium,2006,Population for Reference Year 2019,771513.5
Belgium,2006,Population for Reference Year 2019,808986.5
Belgium,2006,Population for Reference Year 2019,135962.0
Belgium,2006,Population for Reference Year 2019,66268.5
Belgium,2006,Population for Reference Year 2019,69693.5
Belgium,2006,Population for Reference Year 2019,662425.0
Belgium,2006,Population for Reference Year 2019,323301.0
Belgium,2006,Population for Reference Year 2019,339124.0
Belgium,2006,Population for Reference Year 2019,540275.0
Belgium,2006,Population for Reference Year 2019,263798.0
Belgium,2006,Population for Reference Year 2019,276477.0
Belgium,2011,Population for Reference Year 2019,1580500.0
Belgium,2011,Population for Reference Year 2019,771513.5
Belgium,2011,Population for Reference Year 2019,808986.5
Belgium,2011,Population for Reference Year 2019,135962.0
Belgium,2011,Population for Reference Year 2019,66268.5
Belgium,2011,Population for Reference Year 2019,69693.5
Belgium,2011,Population for Reference Year 2019,662425.0
Belgium,2011,Population for Reference Year 2019,323301.0
Belgium,2011,Population for Reference Year 2019,339124.0
Belgium,2011,Population for Reference Year 2019,540275.0
Belgium,2011,Population for Reference Year 2019,263798.0
Belgium,2011,Population for Reference Year 2019,276477.0
Belgium,2016,Population for Reference Year 2019,1580500.0
Belgium,2016,Population for Reference Year 2019,771513.5
Belgium,2016,Population for Reference Year 2019,808986.5
Belgium,2016,Population for Reference Year 2019,135962.0
Belgium,2016,Population for Reference Year 2019,66268.5
Belgium,2016,Population for Reference Year 2019,69693.5
Belgium,2016,Population for Reference Year 2019,662425.0
Belgium,2016,Population for Reference Year 2019,323301.0
Belgium,2016,Population for Reference Year 2019,339124.0
Belgium,2016,Population for Reference Year 2019,540275.0
Belgium,2016,Population for Reference Year 2019,263798.0
Belgium,2016,Population for Reference Year 2019,276477.0
Belgium,2021,Population for Reference Year 2019,1580500.0
Belgium,2021,Population for Reference Year 2019,771513.5
Belgium,2021,Population for Reference Year 2019,808986.5
Belgium,2021,Population for Reference Year 2019,135962.0
Belgium,2021,Population for Reference Year 2019,66268.5
Belgium,2021,Population for Reference Year 2019,69693.5
Belgium,2021,Population for Reference Year 2019,662425.0
Belgium,2021,Population for Reference Year 2019,323301.0
Belgium,2021,Population for Reference Year 2019,339124.0
Belgium,2021,Population for Reference Year 2019,540275.0
Belgium,2021,Population for Reference Year 2019,263798.0
Belgium,2021,Population for Reference Year 2019,276477.0
Benin,2014,Population for Reference Year 2019,3751571.5
Benin,2014,Population for Reference Year 2019,313822.0
Benin,2014,Population for Reference Year 2019,1492093.0
Benin,2014,Population for Reference Year 2019,1242012.0
Benin,2019,Population for Reference Year 2019,3751571.5
Benin,2019,Population for Reference Year 2019,313822.0
Benin,2019,Population for Reference Year 2019,1492093.0
Benin,2019,Population for Reference Year 2019,1242012.0
Burkina Faso,2014,Population for Reference Year 2019,6819884.5
Burkina Faso,2014,Population for Reference Year 2019,3359539.0
Burkina Faso,2014,Population for Reference Year 2019,3460345.5
Burkina Faso,2014,Population for Reference Year 2019,581072.0
Burkina Faso,2014,Population for Reference Year 2019,286167.0
Burkina Faso,2014,Population for Reference Year 2019,294905.0
Burkina Faso,2014,Population for Reference Year 2019,2713724.0
Burkina Faso,2014,Population for Reference Year 2019,1337176.0
Burkina Faso,2014,Population for Reference Year 2019,1376548.0
Burkina Faso,2014,Population for Reference Year 2019,2287661.5
Burkina Faso,2014,Population for Reference Year 2019,1126878.0
Burkina Faso,2014,Population for Reference Year 2019,1160783.5
Burkina Faso,2019,Population for Reference Year 2019,6819884.5
Burkina Faso,2019,Population for Reference Year 2019,3359539.0
Burkina Faso,2019,Population for Reference Year 2019,3460345.5
Burkina Faso,2019,Population for Reference Year 2019,581072.0
Burkina Faso,2019,Population for Reference Year 2019,286167.0
Burkina Faso,2019,Population for Reference Year 2019,294905.0
Burkina Faso,2019,Population for Reference Year 2019,2713724.0
Burkina Faso,2019,Population for Reference Year 2019,1337176.0
Burkina Faso,2019,Population for Reference Year 2019,1376548.0
Burkina Faso,2019,Population for Reference Year 2019,2287661.5
Burkina Faso,2019,Population for Reference Year 2019,1126878.0
Burkina Faso,2019,Population for Reference Year 2019,1160783.5
Bangladesh,2022,Population for Reference Year 2019,37771528.0
Bangladesh,2022,Population for Reference Year 2019,18582192.0
Bangladesh,2022,Population for Reference Year 2019,19189338.0
Bangladesh,2022,Population for Reference Year 2019,3120164.0
Bangladesh,2022,Population for Reference Year 2019,1536382.0
Bangladesh,2022,Population for Reference Year 2019,1583782.0
Bangladesh,2022,Population for Reference Year 2019,16191686.0
Bangladesh,2022,Population for Reference Year 2019,7972307.0
Bangladesh,2022,Population for Reference Year 2019,8219379.0
Bangladesh,2022,Population for Reference Year 2019,9354494.0
Bangladesh,2022,Population for Reference Year 2019,4605955.5
Bangladesh,2022,Population for Reference Year 2019,4748538.0
Bulgaria,2001,Population for Reference Year 2019,796667.0
Bulgaria,2001,Population for Reference Year 2019,386479.5
Bulgaria,2001,Population for Reference Year 2019,410187.5
Bulgaria,2001,Population for Reference Year 2019,70123.0
Bulgaria,2001,Population for Reference Year 2019,34140.5
Bulgaria,2001,Population for Reference Year 2019,35982.5
Bulgaria,2001,Population for Reference Year 2019,329262.0
Bulgaria,2001,Population for Reference Year 2019,159661.0
Bulgaria,2001,Population for Reference Year 2019,169601.0
Bulgaria,2001,Population for Reference Year 2019,71062.0
Bulgaria,2001,Population for Reference Year 2019,34607.0
Bulgaria,2001,Population for Reference Year 2019,36455.0
Bulgaria,2006,Population for Reference Year 2019,796667.0
Bulgaria,2006,Population for Reference Year 2019,386479.5
Bulgaria,2006,Population for Reference Year 2019,410187.5
Bulgaria,2006,Population for Reference Year 2019,70123.0
Bulgaria,2006,Population for Reference Year 2019,34140.5
Bulgaria,2006,Population for Reference Year 2019,35982.5
Bulgaria,2006,Population for Reference Year 2019,329262.0
Bulgaria,2006,Population for Reference Year 2019,159661.0
Bulgaria,2006,Population for Reference Year 2019,169601.0
Bulgaria,2006,Population for Reference Year 2019,71062.0
Bulgaria,2006,Population for Reference Year 2019,34607.0
Bulgaria,2006,Population for Reference Year 2019,36455.0
Bulgaria,2011,Population for Reference Year 2019,796667.0
Bulgaria,2011,Population for Reference Year 2019,386479.5
Bulgaria,2011,Population for Reference Year 2019,410187.5
Bulgaria,2011,Population for Reference Year 2019,70123.0
Bulgaria,2011,Population for Reference Year 2019,34140.5
Bulgaria,2011,Population for Reference Year 2019,35982.5
Bulgaria,2011,Population for Reference Year 2019,329262.0
Bulgaria,2011,Population for Reference Year 2019,159661.0
Bulgaria,2011,Population for Reference Year 2019,169601.0
Bulgaria,2011,Population for Reference Year 2019,71062.0
Bulgaria,2011,Population for Reference Year 2019,34607.0
Bulgaria,2011,Population for Reference Year 2019,36455.0
Bulgaria,2016,Population for Reference Year 2019,796667.0
Bulgaria,2016,Population for Reference Year 2019,386479.5
Bulgaria,2016,Population for Reference Year 2019,410187.5
Bulgaria,2016,Population for Reference Year 2019,70123.0
Bulgaria,2016,Population for Reference Year 2019,34140.5
Bulgaria,2016,Population for Reference Year 2019,35982.5
Bulgaria,2016,Population for Reference Year 2019,329262.0
Bulgaria,2016,Population for Reference Year 2019,159661.0
Bulgaria,2016,Population for Reference Year 2019,169601.0
Bulgaria,2016,Population for Reference Year 2019,71062.0
Bulgaria,2016,Population for Reference Year 2019,34607.0
Bulgaria,2016,Population for Reference Year 2019,36455.0
Bulgaria,2021,Population for Reference Year 2019,796667.0
Bulgaria,2021,Population for Reference Year 2019,386479.5
Bulgaria,2021,Population for Reference Year 2019,410187.5
Bulgaria,2021,Population for Reference Year 2019,70123.0
Bulgaria,2021,Population for Reference Year 2019,34140.5
Bulgaria,2021,Population for Reference Year 2019,35982.5
Bulgaria,2021,Population for Reference Year 2019,329262.0
Bulgaria,2021,Population for Reference Year 2019,159661.0
Bulgaria,2021,Population for Reference Year 2019,169601.0
Bulgaria,2021,Population for Reference Year 2019,71062.0
Bulgaria,2021,Population for Reference Year 2019,34607.0
Bulgaria,2021,Population for Reference Year 2019,36455.0
Bahrain,2016,Population for Reference Year 2019,227855.0
Bahrain,2016,Population for Reference Year 2019,111562.0
Bahrain,2016,Population for Reference Year 2019,116293.0
Bahrain,2016,Population for Reference Year 2019,19585.0
Bahrain,2016,Population for Reference Year 2019,9568.5
Bahrain,2016,Population for Reference Year 2019,10016.5
Bahrain,2016,Population for Reference Year 2019,91610.0
Bahrain,2016,Population for Reference Year 2019,44904.0
Bahrain,2016,Population for Reference Year 2019,46706.0
Bahrain,2016,Population for Reference Year 2019,76477.0
Bahrain,2016,Population for Reference Year 2019,37378.5
Bahrain,2016,Population for Reference Year 2019,39098.5
Bahrain,2021,Population for Reference Year 2019,227855.0
Bahrain,2021,Population for Reference Year 2019,111562.0
Bahrain,2021,Population for Reference Year 2019,116293.0
Bahrain,2021,Population for Reference Year 2019,19585.0
Bahrain,2021,Population for Reference Year 2019,9568.5
Bahrain,2021,Population for Reference Year 2019,10016.5
Bahrain,2021,Population for Reference Year 2019,91610.0
Bahrain,2021,Population for Reference Year 2019,44904.0
Bahrain,2021,Population for Reference Year 2019,46706.0
Bahrain,2021,Population for Reference Year 2019,76477.0
Bahrain,2021,Population for Reference Year 2019,37378.5
Bahrain,2021,Population for Reference Year 2019,39098.5
Belize,2001,Population for Reference Year 2019,91136.5
Belize,2001,Population for Reference Year 2019,44741.0
Belize,2001,Population for Reference Year 2019,46395.5
Belize,2001,Population for Reference Year 2019,7522.5
Belize,2001,Population for Reference Year 2019,3684.0
Belize,2001,Population for Reference Year 2019,3838.5
Belize,2001,Population for Reference Year 2019,38280.0
Belize,2001,Population for Reference Year 2019,18828.0
Belize,2001,Population for Reference Year 2019,19452.0
Belize,2001,Population for Reference Year 2019,22446.5
Belize,2001,Population for Reference Year 2019,10991.0
Belize,2001,Population for Reference Year 2019,11455.5
Brazil,2006,Population for Reference Year 2019,36549296.0
Brazil,2006,Population for Reference Year 2019,3001006.5
Brazil,2006,Population for Reference Year 2019,15391349.0
Brazil,2006,Population for Reference Year 2019,2990973.5
Brazil,2013,Population for Reference Year 2019,36549296.0
Brazil,2013,Population for Reference Year 2019,3001006.5
Brazil,2013,Population for Reference Year 2019,15391349.0
Brazil,2013,Population for Reference Year 2019,2990973.5
Brazil,2019,Population for Reference Year 2019,36549296.0
Brazil,2019,Population for Reference Year 2019,3001006.5
Brazil,2019,Population for Reference Year 2019,15391349.0
Brazil,2019,Population for Reference Year 2019,2990973.5
Botswana,2011,Population for Reference Year 2019,635606.5
Botswana,2011,Population for Reference Year 2019,313993.0
Botswana,2011,Population for Reference Year 2019,321613.5
Botswana,2011,Population for Reference Year 2019,54054.5
Botswana,2011,Population for Reference Year 2019,26684.0
Botswana,2011,Population for Reference Year 2019,27370.5
Botswana,2011,Population for Reference Year 2019,259999.0
Botswana,2011,Population for Reference Year 2019,128449.0
Botswana,2011,Population for Reference Year 2019,131550.0
Botswana,2011,Population for Reference Year 2019,502924.5
Botswana,2011,Population for Reference Year 2019,248690.0
Botswana,2011,Population for Reference Year 2019,254234.5
Canada,2001,Population for Reference Year 2019,4866183.5
Canada,2001,Population for Reference Year 2019,2384290.5
Canada,2001,Population for Reference Year 2019,2481893.0
Canada,2001,Population for Reference Year 2019,416609.5
Canada,2001,Population for Reference Year 2019,204325.5
Canada,2001,Population for Reference Year 2019,212284.0
Canada,2001,Population for Reference Year 2019,2034813.0
Canada,2001,Population for Reference Year 2019,998717.0
Canada,2001,Population for Reference Year 2019,1036096.0
Canada,2001,Population for Reference Year 2019,1651522.5
Canada,2001,Population for Reference Year 2019,810303.0
Canada,2001,Population for Reference Year 2019,841219.5
Canada,2011,Population for Reference Year 2019,4866183.5
Canada,2011,Population for Reference Year 2019,2384290.5
Canada,2011,Population for Reference Year 2019,2481893.0
Canada,2011,Population for Reference Year 2019,416609.5
Canada,2011,Population for Reference Year 2019,204325.5
Canada,2011,Population for Reference Year 2019,212284.0
Canada,2011,Population for Reference Year 2019,2034813.0
Canada,2011,Population for Reference Year 2019,998717.0
Canada,2011,Population for Reference Year 2019,1036096.0
Canada,2011,Population for Reference Year 2019,1651522.5
Canada,2011,Population for Reference Year 2019,810303.0
Canada,2011,Population for Reference Year 2019,841219.5
Canada,2016,Population for Reference Year 2019,4866183.5
Canada,2016,Population for Reference Year 2019,2384290.5
Canada,2016,Population for Reference Year 2019,2481893.0
Canada,2016,Population for Reference Year 2019,416609.5
Canada,2016,Population for Reference Year 2019,204325.5
Canada,2016,Population for Reference Year 2019,212284.0
Canada,2016,Population for Reference Year 2019,2034813.0
Canada,2016,Population for Reference Year 2019,998717.0
Canada,2016,Population for Reference Year 2019,1036096.0
Canada,2016,Population for Reference Year 2019,1651522.5
Canada,2016,Population for Reference Year 2019,810303.0
Canada,2016,Population for Reference Year 2019,841219.5
Chile,2011,Population for Reference Year 2019,2900413.5
Chile,2011,Population for Reference Year 2019,1421468.0
Chile,2011,Population for Reference Year 2019,1478945.5
Chile,2011,Population for Reference Year 2019,244817.5
Chile,2011,Population for Reference Year 2019,120005.0
Chile,2011,Population for Reference Year 2019,124812.5
Chile,2011,Population for Reference Year 2019,1187947.0
Chile,2011,Population for Reference Year 2019,581670.0
Chile,2011,Population for Reference Year 2019,606277.0
Chile,2011,Population for Reference Year 2019,968091.5
Chile,2011,Population for Reference Year 2019,474402.0
Chile,2011,Population for Reference Year 2019,493689.5
Chile,2015,Population for Reference Year 2019,2900413.5
Chile,2015,Population for Reference Year 2019,1421468.0
Chile,2015,Population for Reference Year 2019,1478945.5
Chile,2015,Population for Reference Year 2019,244817.5
Chile,2015,Population for Reference Year 2019,120005.0
Chile,2015,Population for Reference Year 2019,124812.5
Chile,2015,Population for Reference Year 2019,1187947.0
Chile,2015,Population for Reference Year 2019,581670.0
Chile,2015,Population for Reference Year 2019,606277.0
Chile,2015,Population for Reference Year 2019,968091.5
Chile,2015,Population for Reference Year 2019,474402.0
Chile,2015,Population for Reference Year 2019,493689.5
Chile,2019,Population for Reference Year 2019,2900413.5
Chile,2019,Population for Reference Year 2019,1421468.0
Chile,2019,Population for Reference Year 2019,1478945.5
Chile,2019,Population for Reference Year 2019,244817.5
Chile,2019,Population for Reference Year 2019,120005.0
Chile,2019,Population for Reference Year 2019,124812.5
Chile,2019,Population for Reference Year 2019,1187947.0
Chile,2019,Population for Reference Year 2019,581670.0
Chile,2019,Population for Reference Year 2019,606277.0
Chile,2019,Population for Reference Year 2019,968091.5
Chile,2019,Population for Reference Year 2019,474402.0
Chile,2019,Population for Reference Year 2019,493689.5
China,2016,Population for Reference Year 2019,205558528.0
China,2016,Population for Reference Year 2019,17576118.0
China,2016,Population for Reference Year 2019,82987272.0
China,2016,Population for Reference Year 2019,69097728.0
Cote d'Ivoire,2014,Population for Reference Year 2019,8244807.0
Cote d'Ivoire,2014,Population for Reference Year 2019,4085119.5
Cote d'Ivoire,2014,Population for Reference Year 2019,4159687.5
Cote d'Ivoire,2014,Population for Reference Year 2019,697400.0
